id,nome,link,ativo,Atualizar,Motivo,Novo Link,Comentário Outros
1,ALEGRIA DE APRENDER,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/dentes_prontos/objeto_rived/index.html,TRUE,Sim,Flash,,
2,BARRAS E NÚMEROS,http://www.noas.com.br/educacao-infantil/matematica/barras-e-numeros/,TRUE,Não,,,
3,BLOCOS LÓGICOS,http://www.projetos.unijui.edu.br/matematica/2009/blocos_logicos/,TRUE,Sim,Flash,,
4,BRINCANDO COM OS NÚMEROS,http://www.noas.com.br/educacao-infantil/matematica/brincando-com-os-numeros/,TRUE,Sim,Flash,,
5,BRINCANDO E APRENDENDO COM GRÁFICOS E TABELAS,http://www.noas.com.br/educacao-infantil/matematica/brincando-e-aprendendo-com-graficos-e-tabelas/,TRUE,Sim,Flash,,
6,CONTANDO LETRAS,http://www.noas.com.br/educacao-infantil/lingua-portuguesa/contando-letras/,TRUE,Não,,,
7,CUBOS,http://www.projetos.unijui.edu.br/matematica/2009/cubinhos/,TRUE,Sim,Flash,,
8,ESTACIONAMENTO,http://www.noas.com.br/ensino-fundamental-1/matematica/estacionamento/,TRUE,Não,,,
9,FAZENDA,http://rived.mec.gov.br/atividades/matematica/fazenda/mat1_ativ1.swf,FALSE,Não,,,
10,GEOMETRIA (SÓLIDOS E FIGURAS PLANAS),http://rived.mec.gov.br/modulos/matematica/geometria/atividade1_p2.htm,TRUE,Sim,Link quebrado,Procurar novo link,
11,JOGO DA PÁSCOA,http://www.noas.com.br/educacao-infantil/matematica/jogo-da-pascoa/,TRUE,Sim,Flash,,
12,JOGO DAS CORES,http://www.noas.com.br/educacao-infantil/matematica/jogo-das-cores/,TRUE,Sim,Flash,,
13,MICO MATEMÁTICO,http://www.noas.com.br/ensino-medio/matematica/aritmetica/mico-matematico/,TRUE,Sim,Flash,,
14,NUMERAL E QUANTIDADE,http://www.projetos.unijui.edu.br/matematica/2009/cristiano/,TRUE,Sim,Flash,,
15,ORDENANDO NÚMEROS,http://www.noas.com.br/educacao-infantil/matematica/ordenando-numeros/,TRUE,Sim,Flash,,
16,PERCEPÇÃO,http://www.noas.com.br/ensino-fundamental-1/matematica/percepcao/,TRUE,Sim,Flash,,
17,PONTEIROS À SOLTA,http://www.noas.com.br/educacao-infantil/matematica/ponteiros-a-solta/,TRUE,Não,,,
18,RETA NUMÉRICA NA LAGOA,http://www.noas.com.br/educacao-infantil/matematica/reta-numerica-na-lagoa/,TRUE,Sim,Link quebrado,Procurar novo link,
19,RETA NUMÉRICA SUBMARINA,http://www.noas.com.br/educacao-infantil/matematica/reta-numerica-submarina/,TRUE,Sim,Flash,,
20,SETE ERROS,http://www.noas.com.br/educacao-infantil/matematica/sete-erros/,TRUE,Não,,,
21,TANGRAN,http://www.noas.com.br/educacao-infantil/matematica/tangram/,TRUE,Sim,Flash,,
22,A MATEMÁTICA NA MODA,http://www.projetos.unijui.edu.br/matematica/2009/moda_mediana/,TRUE,Sim,Flash,,
23,ÁBACO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/abaco.htm,TRUE,Sim,Flash,,
24,ACERTE O RESULTADO,http://www.noas.com.br/ensino-fundamental-1/matematica/acerte-o-resultado/,TRUE,Sim,Flash,,
25,ANIMAIS DOMÉSTICOS E SILVESTRES,http://www.noas.com.br/educacao-infantil/matematica/animais-domesticos-e-silvestres/,TRUE,Sim,Flash,,
26,AONDE VAI CADA BOLINHA?,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/bolinhas_classificar.htm,TRUE,Sim,Flash,,
27,APRENDENDO A TABUADA,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/tabuada/Tabuada/OBJETO/,TRUE,Sim,Flash,,
28,APRENDENDO FRAÇÕES,http://www.projetos.unijui.edu.br/matematica/2009/aprendendo_fracoes/,FALSE,Não,,,
29,ARITHMETIC,http://www.noas.com.br/ensino-fundamental-1/matematica/arithmetic/,TRUE,Sim,Flash,,
30,ARRUME AS OPERAÇÕES,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/arrume.htm,TRUE,Sim,Flash,,
31,ARRUME O QUARTO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/quarto.htm,TRUE,Sim,Flash,,
32,BA BE BI,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/babebi.htm,TRUE,Sim,Flash,,
33,BALANÇA INTERATIVA,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/balanca/balanca.html,FALSE,Não,,,
34,BATALHA NAVAL,http://www.noas.com.br/ensino-fundamental-1/matematica/batalha-naval/,TRUE,Não,,,
35,BRINCANDO COM NÚMEROS,http://www.noas.com.br/educacao-infantil/matematica/brincando-com-os-numeros/,TRUE,Sim,Flash,,OA repetido.
36,CA BI DE,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/cabide.htm,TRUE,Sim,Flash,,
37,CAÇA AO TESOURO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/caca_tesouro.htm,TRUE,Sim,Flash,,
38,CÁLCULO DE ÁREA DE LAJOTAS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/enviado_agosto2007/introducao_a_%20arquitetura/final/lajotas/mat1_ativ3.html,TRUE,Sim,Flash,,
39,CÁLCULO MENTAL- MULTIPLICAÇÃO,http://www.noas.com.br/ensino-fundamental-1/matematica/calculo-mental-multiplicacao/,TRUE,Não,,,
40,CÁLCULO MENTAL- SUBTRAÇÃO E ADÇÃO,http://www.noas.com.br/ensino-fundamental-1/matematica/calculo-mental-adicao-e-subtracao/,TRUE,Não,,,
41,CARTAS INTERATIVA,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/cartas/cartas.html,TRUE,Sim,Link quebrado,Procurar novo link,
42,CLASSIFICANDO OS POLÍGONOS,http://www.projetos.unijui.edu.br/matematica/2010/classificando_poligonos/,TRUE,Sim,Flash,,
43,CLASSIFICAÇÃO DE TRIÂNGULOS,http://www.projetos.unijui.edu.br/matematica/2009/formas/,FALSE,Não,,,
44,CLASSIFIQUE OS OBJETOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/classifique_i2.htm,TRUE,Sim,Flash,,
45,COLETANDO FRUTAS,http://www.noas.com.br/educacao-infantil/matematica/coletando-frutas/,TRUE,Sim,Flash,,
46,COLORIR GEOMETRIA,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/colorir_geom.htm,TRUE,Sim,Flash,,
47,COMPONDO NUMEROS,http://www.noas.com.br/ensino-fundamental-1/matematica/compondo-numeros/,TRUE,Sim,Flash,,
48,CONSTRUINDO COM CUBINHOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/construir_cubinhos.htm,TRUE,Sim,Flash,,
49,CONSTRUINDO MUROS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/const_muro.htm,TRUE,Sim,Flash,,
50,CONSTRUTOR DE LABIRINTOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/const_labirintos.htm,TRUE,Sim,Flash,,
51,DECIFRANDO SIMBOLOS,http://www.noas.com.br/ensino-fundamental-1/matematica/decifrando-simbolos/,TRUE,Sim,Flash,,
52,DECIFRANDO TABELAS E GRAFICOS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/mapas/index.html,TRUE,Sim,Flash,,
53,DECIMAIS,http://sites.unifra.br/Portals/17/Matematica/Decimais/mat_ativ_decimais.swf,TRUE,Sim,Link quebrado,Procurar novo link,
54,DIVISÃO DE CAMELOS,http://www.projetos.unijui.edu.br/matematica/2011/camelo/index.html,TRUE,Sim,Flash,,
55,DIVISÃO EM FRAÇÕES GEOMETRICAS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/tiago2007/pronto/index.htm,TRUE,Sim,Flash,,
56,É O BICHO,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/ehobicho/ehobicho.html,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=274,
57,ENCAIXE AS FRAÇÕES,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/encaixe.htm,TRUE,Sim,Flash,,
58,ENCONTRE A BOLINHA DIFERENTE,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/bolinhas_dif.htm,TRUE,Sim,Flash,,
59,ENCONTRE A FIGURA SECRETA,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/classificacao_figuras.htm,TRUE,Sim,Flash,,
60,ENCONTRE A FRASE,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/cata_frase.htm,TRUE,Sim,Flash,,
61,ENCONTRE AS FIGURAS IGUAIS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/bolinhas_iguais.htm,TRUE,Sim,Flash,,
62,ERAS GEOLOGICAS,http://www.noas.com.br/ensino-fundamental-1/matematica/eras-geologicas/,TRUE,Sim,Flash,,
63,FÁBRICA DE CUBOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/fabrica_cubos.htm,TRUE,Sim,Flash,,
64,FAÇA,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/faca_maia.htm,TRUE,Sim,Flash,,
65,FAÇA 10,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/faca_10.htm,TRUE,Sim,Flash,,
66,FAZENDA RIVED,http://rived.mec.gov.br/atividades/matematica/fazenda/mat1_ativ1.swf,TRUE,Sim,Link quebrado,Procurar novo link,
67,FEIRA DOS PESOS,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/feiradosPesos/feiradosPesos.html,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=186,
68,FORMANDO DEZENAS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/MaterialDoudado/mat1_ativ1.html,TRUE,Sim,Flash,,
69,FORMANDO INTEIROS,http://www.projetos.unijui.edu.br/matematica/2009/fracoes/,TRUE,Sim,Flash,,
70,FRAÇÕES,http://sites.unifra.br/Portals/17/Matematica/Fracoes/mat_fracoes.swf,TRUE,Sim,Link quebrado,Procurar novo link,
71,FUTEBOL NO PAÍS DA MATEMÁTICA,http://www.rived.ufu.br/objetos/matematica/futebol/mat1_intro.html,TRUE,Sim,Link quebrado,Procurar novo link,
72,GANGORA INTERATIVA,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/gangorra/gangorra.html,TRUE,Sim,Link quebrado,Procurar novo link,
73,GEOMETRIA (SÓLIDOS E FIGURAS PLANAS ),http://rived.mec.gov.br/modulos/matematica/geometria/atividade1_p2.htm,TRUE,Sim,Link quebrado,Procurar novo link,
74,GERMINAÇÃO DE FEIJÃO,http://www.noas.com.br/ensino-fundamental-1/matematica/germinacao-do-feijao/,TRUE,Sim,Flash,,
75,GIRAMUNDO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/giramundo.htm,TRUE,Sim,Flash,,
76,INVESTIGAÇÃO DO XADREZ ,http://www.projetos.unijui.edu.br/matematica/2009/investigacao_xadrez/,TRUE,Sim,Flash,,
77,JOGO DA MEMÓRIA COM FRAÇÕES,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/memoria_com_fracoes.htm,TRUE,Sim,Flash,,
78,JOGO DA PÁSCOA ,http://www.noas.com.br/educacao-infantil/matematica/jogo-da-pascoa/,TRUE,Sim,Flash,,
79,JOGO DO DOMINÓ,http://www.projetos.unijui.edu.br/matematica/2010/jogo_domino/,TRUE,Sim,Flash,,
80,JOGO DOS PALITOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/jogo_palitos.htm,TRUE,Sim,Flash,,
81,JOGO DOS QUADRADOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/jogo_dos_quadrados.htm,TRUE,Sim,Flash,,
82,JOGO FIGURAS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/jogo_figuras.htm,TRUE,Sim,Flash,,
83,JOGO FIGURAS MIX,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/jogo_figuras_mix.htm,TRUE,Sim,Flash,,
84,JUNTANDO PEÇAS,http://www.noas.com.br/ensino-fundamental-1/matematica/juntando-pecas/,TRUE,Não,,,
85,LABIRINTO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/labirinto.htm,TRUE,Sim,Flash,,
86,LABIRINTO SOMA,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/labirinto_soma.htm,TRUE,Sim,Flash,,
87,LIGA PONSTOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/liga_pontos.htm,TRUE,Sim,Flash,,
88,LIXEIRO MALUCO,http://www.noas.com.br/ensino-fundamental-1/matematica/lixeiro-maluco/,TRUE,Sim,Flash,,
89,MAQUINA DE CAFÉ,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/maquina.htm,TRUE,Sim,Flash,,
90,MARQUE V OU F NAS ALTERNATIVAS ABAIXO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/lista.htm,TRUE,Sim,Flash,,
91,MEMORIA TABUADA,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/memoria_tabuada.htm,TRUE,Sim,Flash,,
92,"MENOR, IGUAL OU MAIOR QUE UM?",http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/classificando_fracoes.htm,TRUE,Sim,Flash,,
93,MOSAICO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/mosaicos.htm,TRUE,Sim,Flash,,
94,"MOSAICOS(TRIANGULOS,QUADRADOS E PENTAGONOS)",http://www.projetos.unijui.edu.br/matematica/2009/mosaicos/,TRUE,Sim,Flash,,
95,MURO NUMÉRICO,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/muro_numerico.htm,TRUE,Sim,Flash,,
96,NOMEANDO OS NUMERAIS ,http://www.noas.com.br/educacao-infantil/matematica/nomeando-os-numerais/,TRUE,Sim,Flash,,
97,NÚMEROS MULTIPLOS,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/numerosmultiplos/,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=222,
98,NÚMEROS NA RETA,http://www.noas.com.br/ensino-fundamental-2/matematica/numeros-na-reta/,TRUE,Não,,,
99,OLHOS VIVOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/olhos_vivos.htm,TRUE,Sim,Flash,,
100,OPERAÇÕES COM NÚMEROS INTEIROS,http://www.noas.com.br/ensino-fundamental-2/matematica/operacoes-com-numeros-inteiros/,TRUE,Sim,Flash,,
101,OPERAÇÕES COM PALITOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/operacoes_palitos.htm,TRUE,Sim,Flash,,
102,OPERANDO FRAÇÕES,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/operando_fracoes.htm,TRUE,Sim,Flash,,
103,ORDENE AS BOLINHAS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/bolinhas_ordem.htm,TRUE,Sim,Flash,,
104,PAR OU ÍMPAR?,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/par_impar.htm,TRUE,Sim,Flash,,
105,PLANIFICAÇÕES,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/planificacoes.htm,TRUE,Sim,Flash,,
106,POCOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/poco.htm,TRUE,Sim,Flash,,
107,PROJETO ATIVA: BALANÇA INTERATIVA E CARTAS INTERATIVA,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/ativa/programas.htm,TRUE,Sim,Link quebrado,Procurar novo link,
108,PROPORÇÕES EM TODO LUGAR,https://f-droid.org/repository/browse/?fdfilter=math&fdid=ch.hgdev.toposuite,TRUE,Sim,Link trocado,Procurar novo link,
109,QUAL O NÚMERO DE BOLINHAS?,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/bolinhas_contar.htm,TRUE,Sim,Flash,,
110,QUANDO OS MÚLTIPLOS SE ENCONTRAM,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/proporcoes/objeto_proporcoes_todo_lugar/index.html,TRUE,Sim,Flash,,
111,QUANTO CUSTA?,http://www.noas.com.br/ensino-fundamental-1/matematica/quanto-custa/,TRUE,Sim,Flash,,
112,QUE GRUPO DE PEÇAS USEI?,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/caixa_usei.htm,TRUE,Sim,Flash,,
113,QUIZ GAME SHOW - MATEMÁTICA,http://www.noas.com.br/ensino-fundamental-2/matematica/quiz-game-show-matematica/,TRUE,Sim,Link quebrado,Procurar novo link,
114,RATIONES (CAÇANDO FRAÇÕES EQUIVALENTES),http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/ratio_linha.htm,TRUE,Sim,Flash,,
115,ROLETAS DA MULTIPLICAÇÃO,http://www.noas.com.br/ensino-fundamental-1/matematica/roletas-da-multiplicacao/,TRUE,Sim,Flash,,
116,SEQUÊNCIA COM CUBINHOS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/sequencias_cubinhos.htm,TRUE,Sim,Flash,,
117,SEQUÊNCIA COM FORMAS GEOMÉTRICAS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/sequencias_formas.htm,TRUE,Sim,Flash,,
118,SEQUÊNCIA DE FATOS (CARRINHO),http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/sequencias_carrinhos.htm,TRUE,Sim,Flash,,
119,SEQUÊNCIA DE FATOS (PIZZA),http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/sequencias_pizza.htm,TRUE,Sim,Flash,,
120,SEQUÊNCIA NUMÉRICA 2,http://www.noas.com.br/ensino-fundamental-1/matematica/sequencias-numericas-2/,TRUE,Sim,Flash,,
121,SEQUÊNCIAS,http://sites.unifra.br/Portals/17/Matematica/Sequencias/mat_seq_25_04_08_FINAL.swf,TRUE,Sim,Link quebrado,Procurar novo link,
122,SIMETRIA COM BOLINHAS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/simbolinhas.htm,TRUE,Sim,Flash,,
123,SIMETRIZADOR,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/simetrizador.htm,TRUE,Sim,Flash,,
124,SOMA TRÊS FRAÇÕES,http://www.projetos.unijui.edu.br/matematica/2011/soma/index.html,TRUE,Sim,Flash,,
125,SUPERMERCADO VIRTUAL,http://sites.unifra.br/Portals/17/Matematica/Compras/Supermercado_virtual.swf,FALSE,Não,,,
126,VERITECK FORMAS,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/veriteck_formas.htm,TRUE,Sim,Flash,,
127,VIAJANDO COM A MATEMÁTICA,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/zeni_sidonia_fernando/,TRUE,Sim,Flash,,
128,VIRA OU DEIXA,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/vira_ou_deixa/Vira/OBJETO/index.html,TRUE,Sim,Flash,,
129,VISUALIZAÇÕES,http://mdmat.mat.ufrgs.br/anos_iniciais/objetos/visualizacoes.htm,TRUE,Sim,Flash,,
130,A MATEMÁTICA DAS PLANTAS DE CASAS E MAPAS,http://sites.unifra.br/Portals/17/Matematica/Escala/mat_escalas.swf,TRUE,Sim,Link quebrado,Procurar novo link,
131,A SEMELHANÇA ATRAVÉS DE AMPLIAÇÕES E REDUÇÕES DE FIGURAS,http://rived.mec.gov.br/atividades/matematica/semelhanca_atraves_da_ampliacao/index2.html,TRUE,Sim,Link quebrado,Procurar novo link,
132,ALTURAS INACESSÍVEIS,http://objetoseducacionais2.mec.gov.br/bitstream/handle/mec/841/open/file/alturas.swf?sequence=7,TRUE,Sim,Flash,,
133,AMPLIANDO AS NOÇÕES TRIGONOMÉTRICA,http://www.rived.ufu.br/objetos/matematica/nocoes%20trigonometricas/mat1_ativs1.html,TRUE,Sim,Link quebrado,Procurar novo link,
134,APRENDENDO EQUAÇÕES ATRAVÉS DA BALANÇA,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/Antonio_miguel_e_Adilson_Sella/index.html,TRUE,Sim,Flash,,
135,ARQUITETURA DAS ESCADAS,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/escadas/escadas.htm,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=249,
136,CÁLCULO DA ÁREA DE LAJOTAS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/enviado_agosto2007/introducao_a_%20arquitetura/final/lajotas/mat1_ativ3.html,TRUE,Sim,Flash,,
137,CIRCUITOS LÓGICOS,http://www.noas.com.br/ensino-fundamental-2/matematica/circuitos-logicos/,TRUE,Sim,Flash,,
138,CONSTRUTORA RIVED,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/construtora/construtora.html,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=259,
139,"DECIFRANDO MAPAS, TABELAS E GRÁFICOS",http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/mapas/index.html,TRUE,Sim,Flash,,
140,DESAFIO EMPRESARIAL,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/desafio/desafio.html,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=266,
141,DIVERSÃO COM TRIGONOMETRIA,http://rived.mec.gov.br/atividades/matematica/diversao_trigonometrica/mat1_ativs1.html,TRUE,Sim,Link quebrado,Procurar novo link,
142,DIVISÃO EM FRAÇÕES GEOMÉTRICAS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/tiago2007/pronto/index.htm,TRUE,Sim,Flash,,
143,EMBALAGENS PARA SORVETE,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/embalagens_para_sorvetes/embalagens_para_sorvetes/OBJETO/index.html,FALSE,Não,,,
144,EQUATION GRAPHER,http://www.noas.com.br/ensino-fundamental-2/matematica/equation-grapher/,TRUE,Sim,Flash,,
145,EQUIVALÊNCIA DE CAPITAIS,http://sites.unifra.br/Portals/17/Matematica/Juros/mat_ativ_juros_28_04_2008.swf,TRUE,Sim,Link quebrado,Procurar novo link,
146,ESTATÍSTICA VISUAL,http://www.noas.com.br/ensino-fundamental-2/matematica/estatistica-visual/,TRUE,Não,,,
147,EXPLORANDO FUNÇÕES POLINOMIAIS DO 1º GRAU,http://www.projetos.unijui.edu.br/matematica/2009/funcoes/,TRUE,Sim,Flash,,
148,GANGORRA INTERATIVA,http://www.proativa.virtual.ufc.br/objetos_aprendizagem/gangorra/gangorra.html,TRUE,Sim,Link quebrado,Procurar novo link,OA repetido.
149,GEOMETRIA DAS ABELHAS,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/Geometria_das_Abelhas/index.html,TRUE,Sim,Flash,,
150,GINCANA DA PROBABILIDADE,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/daniele/index.html,TRUE,Sim,Flash,,
151,GRANDE PRÊMIO FUNCIONAL,http://www2.virtual.ufc.br/proativa/objetos_aprendizagem/gpFuncional/,TRUE,Sim,Flash,https://proativa.virtual.ufc.br/athena/recursocomputador.html?n=269,
152,INTRODUÇÃO À ARQUITETURA,http://www.projetos.unijui.edu.br/matematica/fabrica_virtual/enviado_agosto2007/introducao_a_%20arquitetura/index.html,TRUE,Sim,Flash,,
153,INVESTIGAÇÃO DO XADREZ,http://www.projetos.unijui.edu.br/matematica/2009/investigacao_xadrez/,TRUE,Sim,Flash,,
154,JOGO DA MEMÓRIA EQUIVALÊNCIAS,http://www.noas.com.br/ensino-fundamental-2/matematica/jogo-da-memoria-equivalencias/,TRUE,Sim,Link quebrado,Procurar novo link,
155,MEU DOMINÓ,http://www.projetos.unijui.edu.br/matematica/2010/meu_domino/,TRUE,Sim,Flash,,
156,"MOSAICOS (TRIÂNGULOS, QUADRADOS E PENTÁGONOS)",http://www.projetos.unijui.edu.br/matematica/2009/mosaicos/,TRUE,Sim,Flash,,
157,OS EMBALOS DE SEXTA-FEIRA À NOITE,http://sites.unifra.br/Portals/17/Matematica/Tragetoria/mat_ativ_trajetoria.swf,TRUE,Sim,Link quebrado,Procurar novo link,
